Property Address,RBA,Total Available Space (SF),Rent/SF/Yr,Secondary Type,Market Name,Submarket Name,Submarket Cluster,City,State,Zip,County Name,For Sale Status,Last Sale Date,Last Sale Price,Percent Leased,Year Built,Year Renovated,Typical Floor Size,Parking Ratio,Tenancy,FEMA Map Date,FEMA Map Identifier,FIRM ID,FIRM Panel Number,Floodplain Area,Number Of Stories,Latitude,Longitude
151 W 26th St,211320,68811,$51.00 - 105.00,Loft/Creative Space,New York,Chelsea,Midtown South,New York,NY,10001,Manhattan,N,,,67.44,1911,1989,16117,0.00,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,12,40.7458151,-73.9932623
122 W 27th St,130145,71047,$39.00 - 75.00,Loft/Creative Space,New York,Chelsea,Midtown South,New York,NY,10001-6227,Manhattan,N,,,45.41,1912,,8227,,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,12,40.74572,-73.99211
118 E 28th St,43803,10974,$33.00 - 37.00,,New York,Gramercy Park,Midtown South,New York,NY,10016-8413,Manhattan,N,,,74.95,1912,,4200,,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,10,40.7426321,-73.9833897
245-247 W 29th St,106960,41976,$47.00,,New York,Chelsea,Midtown South,New York,NY,10001-5208,Manhattan,N,,,60.76,1928,,6200,,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,17,40.7488032,-73.9946188
3 W 30th St,10595,7300,$47.00 - 55.00,Loft/Creative Space,New York,Penn Plaza/Garment,Midtown,New York,NY,10001-4420,Manhattan,Y,4/21/2015,"13,600,000",31.10,1910,2016,1800,,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,5,40.74634,-73.986885
29 W 30th St,83651,16885,$47.00 - 52.00,,New York,Penn Plaza/Garment,Midtown,New York,NY,10001-4404,Manhattan,N,10/12/2000,"11,627,500",79.81,1915,1988,6801,,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,12,40.7467819,-73.9878635
234 W 30th St,6900,4700,$48.51,,New York,Chelsea,Midtown South,New York,NY,10001-4901,Manhattan,N,,,31.88,1926,,1900,,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,2,40.7490084,-73.9940939
29 E 31st St,15000,4882,$35.00,,New York,Murray Hill,Midtown,New York,NY,10016-6826,Manhattan,N,,,67.45,1920,,2200,,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,6,40.7457836,-73.9836665
32 E 31st St,50919,15155,$45.00,,New York,Murray Hill,Midtown,New York,NY,10016,Manhattan,N,,,70.24,1914,,4000,,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,12,40.7453823,-73.9837736
33 E 33rd St,169000,43615,$40.00,Loft/Creative Space,New York,Murray Hill,Midtown,New York,NY,10016-5335,Manhattan,N,7/2/1997,"9,300,000",75.94,1914,,9315,,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,12,40.746968,-73.9825983
314 E 34th St,15002,4600,$34.00,Medical,New York,Murray Hill,Midtown,New York,NY,10016,Manhattan,N,1/19/2018,"8,400,000",69.34,1920,2004,2100,,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,6,40.744224,-73.975208
249 W 34th St,17500,5335,$30.00 - 35.00,,New York,Penn Plaza/Garment,Midtown,New York,NY,10001-2815,Manhattan,N,5/30/1995,"1,625,000",69.51,1925,,2500,0.00,Multi,09/05/2007,3604970088F,360497,0088F,100-year and 500-year Floodplain,7,40.751957,-73.992297
212-216 W 35th St,84876,12853,$35.00,,New York,Penn Plaza/Garment,Midtown,New York,NY,10001-2508,Manhattan,N,,,84.86,1924,,5600,,Multi,09/05/2007,3604970088F,360497,0088F,100-year and 500-year Floodplain,16,40.7517064,-73.9908519
11 W 36th St,14000,5000,$32.64 - 36.00,Loft/Creative Space,New York,Penn Plaza/Garment,Midtown,New York,NY,10018-7913,Manhattan,N,7/10/2006,"5,300,000",64.29,1906,,2500,,Multi,09/05/2007,3604970088F,360497,0088F,100-year and 500-year Floodplain,6,40.75022,-73.984351
23 W 36th St,12000,2000,Not Disclosed,,New York,Penn Plaza/Garment,Midtown,New York,NY,10018,Manhattan,N,,,83.33,1920,,1576,,Multi,09/05/2007,3604970088F,360497,0088F,100-year and 500-year Floodplain,6,40.750401,-73.98484
37 W 37th St,63000,19160,$42.00,,New York,Penn Plaza/Garment,Midtown,New York,NY,10018-6225,Manhattan,N,,,69.59,1915,,4120,,Multi,09/05/2007,3604970088F,360497,0088F,100-year and 500-year Floodplain,12,40.7512644,-73.9850261
14 E 38th St,79994,21448,$35.00,,New York,Murray Hill,Midtown,New York,NY,10016-0005,Manhattan,N,,,73.19,1923,,4872,,Multi,09/05/2007,3604970088F,360497,0088F,100-year and 500-year Floodplain,14,40.75036,-73.9818201
20 W 38th St,15700,6100,$35.00,Office Live/Work Unit,New York,Penn Plaza/Garment,Midtown,New York,NY,10018-6228,Manhattan,N,1/2/2004,"3,460,000",61.15,1910,,2900,,Multi,09/05/2007,3604970088F,360497,0088F,100-year and 500-year Floodplain,5,40.7511368,-73.9839645
242 W 38th St,47661,14600,$35.00,Loft/Creative Space,New York,Penn Plaza/Garment,Midtown,New York,NY,10018-5804,Manhattan,N,9/23/1999,"3,625,000",76.50,1923,,3442,,Multi,09/05/2007,3604970088F,360497,0088F,100-year and 500-year Floodplain,15,40.7539448,-73.9902756
38 W 39th St,15875,6000,$35.00 - 50.00,,New York,Penn Plaza/Garment,Midtown,New York,NY,10018-3800,Manhattan,N,2/14/2001,"2,500,000",62.20,1950,,3000,0.00,Multi,09/05/2007,3604970088F,360497,0088F,100-year and 500-year Floodplain,5,40.7522108,-73.9841799
29 W 46th St,13006,3600,$40.00 - 50.00,Office/Residential,New York,Times Square,Midtown,New York,NY,10036-4104,Manhattan,N,,,72.32,1920,2001,1417,,Multi,09/05/2007,3604970088F,360497,0088F,100-year and 500-year Floodplain,6,40.7567458,-73.9802038
150 W 46th St,24000,5700,$32.00,,New York,Times Square,Midtown,New York,NY,10036-8511,Manhattan,N,,,76.25,1930,,3049,,Multi,09/05/2007,3604970088F,360497,0088F,100-year and 500-year Floodplain,7,40.758009,-73.98431
14 E 47th St,39533,16320,$42.00,Office Building,New York,Grand Central,Midtown,New York,NY,10017-1922,Manhattan,N,,,58.72,1913,,5000,,Multi,09/05/2007,3604970088F,360497,0088F,100-year and 500-year Floodplain,6,40.7559986,-73.977809
200 W 57th St,124782,28189,$64.00 - 68.00,Office Building,New York,Columbus Circle,Midtown,New York,NY,10019-3211,Manhattan,N,4/1/2015,"120,449,000",78.17,1917,2007,8319,,Multi,09/05/2007,3604970088F,360497,0088F,100-year and 500-year Floodplain,15,40.7654253,-73.9804874
222 E 59th St,35000,13380,$60.00,Office Building,New York,Plaza District,Midtown,New York,NY,10022-1404,Manhattan,N,8/5/1998,"1,000,000",61.77,2001,,6500,,Multi,09/05/2007,3604970089F,360497,0089F,100-year and 500-year Floodplain,5,40.7609623,-73.9656961
307 E 60th St,13125,4000,$60.00,,New York,Plaza District,Midtown,New York,NY,10022-1505,Manhattan,N,10/8/2013,"8,250,000",69.52,1910,2009,2187,,Multi,09/05/2007,3604970089F,360497,0089F,100-year and 500-year Floodplain,6,40.761154,-73.9631576
112 E 61st St,4471,3500,$69.00,Office/Residential,New York,Plaza District,Midtown,New York,NY,10065,Manhattan,N,,,21.72,1910,,1215,,Multi,09/05/2007,3604970089F,360497,0089F,100-year and 500-year Floodplain,4,40.763759,-73.9683738
116-122 E 124th St,60000,18400,$48.00,Loft/Creative Space,New York,Harlem/North Manhattan,Uptown,New York,NY,10035-1934,Manhattan,N,,,69.33,1920,,12000,,Multi,09/05/2007,3604970087F,360497,0087F,100-year and 500-year Floodplain,5,40.803953,-73.938786
22 Beaver St,5200,2800,$18.00 - 25.00,,New York,Financial District,Downtown,New York,NY,10004-2734,Manhattan,N,,,84.62,1900,,1300,,Multi,09/05/2007,3604970184F,360497,0184F,100-year and 500-year Floodplain,4,40.704811,-74.012229
518 Broadway,16375,6750,$55.00 - 65.00,,New York,Soho,Midtown South,New York,NY,10012,Manhattan,N,,,58.78,1900,,2500,,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,5,40.722593,-73.998887
678 Broadway,21000,3225,$135.00,Loft/Creative Space,New York,Greenwich Village,Midtown South,New York,NY,10012-2314,Manhattan,N,,,84.64,1872,,3100,,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,5,40.7275006,-73.9947544
928 Broadway,76625,14035,$58.00,,New York,Gramercy Park,Midtown South,New York,NY,10010-6008,Manhattan,N,8/1/2000,"13,500,000",81.68,1909,2005,6385,,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,12,40.7400916,-73.98929
1261 Broadway,145000,21863,$43.00,Loft/Creative Space,New York,Penn Plaza/Garment,Midtown,New York,NY,10001-3506,Manhattan,N,,,84.92,1909,1987,13068,0.00,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,11,40.7479761,-73.9886987
1431 Broadway,37645,9000,$45.00,,New York,Penn Plaza/Garment,Midtown,New York,NY,10018-1906,Manhattan,N,,,84.06,1923,,3000,,Multi,09/05/2007,3604970088F,360497,0088F,100-year and 500-year Floodplain,12,40.7545573,-73.9870389
519 Broome St,5280,1100,$180.00,,New York,Soho,Midtown South,New York,NY,10013-1649,Manhattan,N,,,79.17,1900,2018,1100,,Multi,09/05/2007,3604970182F,360497,0182F,100-year Floodplain,5,40.7236478,-74.0038851
52-58 Duane St,103158,38906,$48.00,,New York,City Hall,Downtown,New York,NY,10007-1207,Manhattan,N,,,65.99,1935,1985,10315,,Multi,09/05/2007,3604970184F,360497,0184F,100-year and 500-year Floodplain,10,40.7142986,-74.004035
519 Eighth Ave,410001,94271,$33.00 - 45.00,Loft/Creative Space,New York,Penn Plaza/Garment,Midtown,New York,NY,10018,Manhattan,N,,,77.13,1927,,16000,,Multi,09/05/2007,3604970088F,360497,0088F,100-year and 500-year Floodplain,26,40.7533846,-73.9930014
599 Eleventh Ave,80000,24000,$38.00 - 41.00,,New York,Times Square,Midtown,New York,NY,10036-2110,Manhattan,N,,,70.00,1922,,8000,,Multi,09/05/2007,3604970088F,360497,0088F,100-year and 500-year Floodplain,10,40.762722,-73.997286
116 Elizabeth St,11500,2300,$49.57,,New York,Soho,Midtown South,New York,NY,10013,Manhattan,N,1/29/2015,"12,500,000",80.00,1900,2018,2349,,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,5,40.7190872,-73.9953009
131 Essex St,16845,4200,$55.00,,New York,Soho,Midtown South,New York,NY,10002,Manhattan,N,,,75.07,1920,2022,2100,,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,6,40.7200442,-73.987656
137 Fifth Ave,38650,6420,$39.00,Loft/Creative Space,New York,Gramercy Park,Midtown South,New York,NY,10010-7103,Manhattan,N,,,83.39,1902,,3220,,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,12,40.739692,-73.990462
224 Fifth Ave,19800,16700,$50.00 - 200.00,Office Building,New York,Chelsea,Midtown South,New York,NY,10001-7705,Manhattan,N,12/19/2017,"21,000,000",15.66,1980,1982,2800,,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,6,40.7438568,-73.9881899
379 Fifth Ave,9136,2000,$42.00,,New York,Murray Hill,Midtown,New York,NY,10016-3324,Manhattan,N,,,78.11,1910,,2284,,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,4,40.7492865,-73.9836516
381-383 Fifth Ave,31750,8250,$40.00 - 47.00,,New York,Murray Hill,Midtown,New York,NY,10016-3326,Manhattan,N,10/4/1996,"3,612,500",74.02,1920,,4471,,Multi,01/01/1900,,,,100-year and 500-year Floodplain,6,40.7494058,-73.9835557
437 Fifth Ave,80000,14520,$52.00 - 55.00,Office Live/Work Unit,New York,Grand Central,Midtown,New York,NY,10016-2205,Manhattan,N,,,81.85,1906,1986,7260,,Multi,09/05/2007,3604970088F,360497,0088F,100-year and 500-year Floodplain,11,40.7513065,-73.982046
2323 First Ave,4500,4500,$44.44,,New York,Harlem/North Manhattan,Uptown,New York,NY,10035,Manhattan,Y,9/29/2016,"2,550,000",0.00,1900,,1981,,Multi,09/05/2007,3604970091F,360497,0091F,100-year Floodplain,2,40.7979526,-73.9343598
205 Front St,4960,2298,$100.00,,New York,Insurance District,Downtown,New York,NY,10038,Manhattan,N,,,53.67,1980,,1240,,Multi,09/05/2007,3604970184F,360497,0184F,100-year Floodplain,4,40.7071583,-74.003268
291-293 Grand St,15350,5400,$53.00 - 55.00,,New York,Soho,Midtown South,New York,NY,10002-4431,Manhattan,N,,,64.82,1910,,2700,,Multi,09/05/2007,3604970203F,360497,0203F,100-year and 500-year Floodplain,4,40.717473,-73.992169
325 Grand St,7375,6356,$70.00 - 118.00,,New York,Soho,Midtown South,New York,NY,10002,Manhattan,N,4/12/2011,"3,988,000",13.82,1920,,1019,,Multi,09/05/2007,3604970203F,360497,0203F,100-year and 500-year Floodplain,7,40.717041,-73.9905772
108 Greenwich St,15744,4658,$50.00 - 80.00,,New York,World Trade Center,Downtown,New York,NY,10006-1821,Manhattan,N,3/23/2012,"5,100,000",70.41,1935,,2249,,Multi,09/05/2007,3604970184F,360497,0184F,100-year Floodplain,7,40.708632,-74.013631
21-23 Howard St,25000,5000,$64.00,,New York,Soho,Midtown South,New York,NY,10013,Manhattan,N,,,80.00,1900,,5000,,Multi,09/05/2007,3604970182F,360497,0182F,100-year and 500-year Floodplain,5,40.7192713,-74.0005035
33 Howard St,7000,2500,$61.50 - 81.60,Loft/Creative Space,New York,Soho,Midtown South,New York,NY,10013,Manhattan,N,6/21/2021,"4,254,654",82.14,1915,,2279,,Multi,09/05/2007,3604970182F,360497,0182F,100-year and 500-year Floodplain,3,40.7194764,-74.0009418
48 Howard St,50000,12001,$90.00 - 200.00,,New York,Soho,Midtown South,New York,NY,10013,Manhattan,N,,,80.00,2015,,7143,0.00,Multi,09/05/2007,3604970182F,360497,0182F,100-year and 500-year Floodplain,7,40.7203135,-74.0017561
605 Madison Ave,10083,6300,$75.00 - 750.00,,New York,Plaza District,Midtown,New York,NY,10022-1900,Manhattan,N,,,37.52,1930,,2017,,Multi,09/05/2007,3604970088F,360497,0088F,100-year and 500-year Floodplain,5,40.762658,-73.9718389
152 Post Avenue,16000,7200,$33.34,Medical,New York,Harlem/North Manhattan,Uptown,New York,NY,10034-2643,Manhattan,N,,,55.00,1947,2019,8000,,Multi,09/05/2007,3604970081F,360497,0081F,100-year and 500-year Floodplain,2,40.865363,-73.9188579
1454 Saint Nicholas Ave,7611,1800,$35.00,,New York,Harlem/North Manhattan,Uptown,New York,NY,10033-4024,Manhattan,N,,,76.35,1900,,2600,,,09/05/2007,3604970081F,360497,0081F,100-year and 500-year Floodplain,3,40.8502303,-73.9328095
30 Vandam St,27286,9000,$35.00 - 40.00,Loft/Creative Space,New York,Hudson Square,Midtown South,New York,NY,10013-1252,Manhattan,N,9/4/1997,"2,000,000",67.02,1928,,4500,,Multi,09/05/2007,3604970182F,360497,0182F,100-year and 500-year Floodplain,6,40.726159,-74.004996
120-124 Walker St,41000,7500,$42.00 - 55.00,,New York,City Hall,Downtown,New York,NY,10013-4117,Manhattan,N,,,81.71,1976,,5000,,Multi,09/05/2007,3604970203F,360497,0203F,100-year and 500-year Floodplain,7,40.7175369,-73.9997118
77 Bleecker St,3500,2400,$55.00,,New York,Greenwich Village,Midtown South,New York,NY,10012-1547,Manhattan,N,,,31.43,1930,,1167,,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,3,40.726884,-73.995869
327 Grand St,5429,2000,$51.00,,New York,Soho,Midtown South,New York,NY,10002-4561,Manhattan,N,,,63.16,1900,,1086,,,09/05/2007,3604970203F,360497,0203F,100-year and 500-year Floodplain,5,40.7169657,-73.990543
1429 1st Ave,14901,10915,$28.96 - 35.39 (Est.),,New York,Upper East Side,Uptown,New York,NY,10021,Manhattan,N,,,26.75,1910,,4967,,Multi,09/05/2007,3604970089F,360497,0089F,100-year and 500-year Floodplain,3,40.7693905,-73.9553337
110 2nd Ave,8372,,$45.51 - 55.62 (Est.),,New York,Greenwich Village,Midtown South,New York,NY,10003,Manhattan,N,,,0.00,1838,,1430,0.00,Single,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,5,40.727559,-73.9880208
2053 2nd Ave,7560,4000,$32.97 - 40.29 (Est.),Medical,New York,Upper East Side,Uptown,New York,NY,10029-4705,Manhattan,N,11/30/2021,,47.09,1994,,4000,,Multi,09/05/2007,3604970087F,360497,0087F,100-year Floodplain,2,40.7903577,-73.9429612
2152 3rd Ave,8400,8400,$30.22 - 36.93 (Est.),,New York,Harlem/North Manhattan,Uptown,New York,NY,10035,Manhattan,N,,,0.00,1910,,2100,,,09/05/2007,3604970087F,360497,0087F,100-year and 500-year Floodplain,4,40.7990993,-73.9396031
305 W 10th St,15900,15900,$45.69 - 55.84 (Est.),Office/Residential,New York,Hudson Square,Midtown South,New York,NY,10014-6518,Manhattan,N,,,0.00,1900,2022,3485,,Multi,09/05/2007,3604970182F,360497,0182F,100-year Floodplain,4,40.7332899,-74.009821
4-6 W 14th St,16800,4000,$41.14 - 50.28 (Est.),Industrial Live/Work Unit,New York,Chelsea,Midtown South,New York,NY,10011-7502,Manhattan,N,4/26/1999,"3,225,000",76.19,1910,,2500,,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,4,40.736056,-73.994357
154 W 14th St,165000,71336,$40.04 - 48.94 (Est.),Medical,New York,Chelsea,Midtown South,New York,NY,10011-7307,Manhattan,N,,,72.50,1912,,13939,,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,12,40.738114,-73.999495
18 E 16th St,58600,15600,$46.33 - 56.63 (Est.),,New York,Gramercy Park,Midtown South,New York,NY,10003-3111,Manhattan,N,,,73.38,1907,,7800,,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,7,40.7366167,-73.9918026
21 E 17th St,11250,9300,$32.28 - 39.45 (Est.),Office Building,New York,Gramercy Park,Midtown South,New York,NY,10003-1902,Manhattan,Y,,,0.00,1915,,2250,,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,5,40.737503,-73.99078
29 W 17th St,25000,5000,$39.76 - 48.59 (Est.),Office/Residential,New York,Chelsea,Midtown South,New York,NY,10011-5512,Manhattan,N,,,80.00,1915,1987,2500,,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,10,40.738731,-73.993668
37-39 W 17th St,35000,12500,$43.87 - 53.62 (Est.),Office Live/Work Unit,New York,Chelsea,Midtown South,New York,NY,10011-5503,Manhattan,N,,,71.43,1920,1989,4600,,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,7,40.73888,-73.994036
18 W 18th St,193595,107289,$38.58 - 47.16 (Est.),Office Live/Work Unit,New York,Chelsea,Midtown South,New York,NY,10011,Manhattan,N,,,65.88,1908,,13800,,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,11,40.738774,-73.993427
157 W 18th St,31192,18436,$41.61 - 50.86 (Est.),,New York,Chelsea,Midtown South,New York,NY,10011-4101,Manhattan,N,,,40.90,1906,,4456,,,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,7,40.740919,-73.996972
29 E 19th St,52000,22000,$44.95 - 54.94 (Est.),Loft/Creative Space,New York,Gramercy Park,Midtown South,New York,NY,10003-1307,Manhattan,N,,,57.69,1924,,5500,,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,8,40.7383413,-73.9891346
22 W 19th St,191400,37738,$45.27 - 55.34 (Est.),Loft/Creative Space,New York,Chelsea,Midtown South,New York,NY,10011,Manhattan,N,,,80.28,1901,,18900,,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,11,40.7393702,-73.9929214
220 W 19th St,115000,28348,$40.81 - 49.88 (Est.),,New York,Chelsea,Midtown South,New York,NY,10011-4035,Manhattan,N,8/9/2006,"53,000,000",75.35,1910,,8333,,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,12,40.741872,-73.998612
38 W 21st St,84000,28000,$42.62 - 52.09 (Est.),,New York,Chelsea,Midtown South,New York,NY,10010-6906,Manhattan,N,,,75.00,1940,,7000,0.00,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,12,40.740934,-73.992632
28-30 W 22ND St,50006,20800,$37.34 - 45.64 (Est.),,New York,Chelsea,Midtown South,New York,NY,10010-5801,Manhattan,N,11/28/2018,"31,500,000",58.40,1907,2013,3470,,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,6,40.7414815,-73.9917602
548-554 W 22nd St,45633,,$43.53 - 53.21 (Est.),Office Building,New York,Chelsea,Midtown South,New York,NY,10011,Manhattan,Y,6/26/2014,"40,000,000",0.00,1920,1991,10000,1.10,Multi,09/05/2007,3604970182F,360497,0182F,100-year Floodplain,4,40.7477734,-74.0070266
125 E 23rd St,15470,2500,$40.21 - 49.14 (Est.),Office/Residential,New York,Gramercy Park,Midtown South,New York,NY,10010,Manhattan,N,,,83.84,1910,,2134,,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,6,40.7399105,-73.9850614
525 W 23rd St,9876,4800,$49.71 - 60.76 (Est.),Office Building,New York,Chelsea,Midtown South,New York,NY,10011-1145,Manhattan,N,11/17/2003,"2,550,000",51.40,1910,2017,2469,,Multi,09/05/2007,3604970182F,360497,0182F,100-year Floodplain,4,40.748307,-74.005056
31 W 26th St,11139,2000,$50.12 - 61.26 (Est.),Office Building,New York,Chelsea,Midtown South,New York,NY,10010-1008,Manhattan,N,12/6/2012,"5,625,000",82.05,1900,1984,2125,0.00,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,6,40.744455,-73.990055
145 W 28th St,63432,14864,$39.11 - 47.80 (Est.),,New York,Chelsea,Midtown South,New York,NY,10001-6114,Manhattan,N,8/10/2011,"13,250,000",82.87,1913,,4000,,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,12,40.7470361,-73.9924493
129 W 29th St,98556,28400,$43.49 - 53.15 (Est.),,New York,Chelsea,Midtown South,New York,NY,10001-5105,Manhattan,Y,8/7/2012,"54,000,000",71.18,1911,2009,8250,0.00,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,12,40.7473256,-73.991214
156 W 29th St,7654,,$38.00 - 46.45 (Est.),Office Live/Work Unit,New York,Chelsea,Midtown South,New York,NY,10001-5302,Manhattan,Y,,,58.31,2010,,1914,0.00,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,4,40.7473936,-73.9923783
527 W 29th St,9472,,$41.24 - 50.40 (Est.),Loft/Creative Space,New York,Chelsea,Midtown South,New York,NY,10001-1342,Manhattan,Y,,,0.00,1900,2018,2368,0.00,Multi,09/05/2007,3604970069F,360497,0069F,100-year and 500-year Floodplain,4,40.7521343,-74.002718
40-44 E 30th St,80147,15411,$46.97 - 57.41 (Est.),,New York,Gramercy Park,Midtown South,New York,NY,10016-7374,Manhattan,N,6/1/1998,"10,500,000",80.77,1915,,6304,,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,12,40.7446767,-73.9839041
145 W 30th St,96000,41612,$40.47 - 49.47 (Est.),,New York,Penn Plaza/Garment,Midtown,New York,NY,10001-4006,Manhattan,N,,,56.65,1913,,8075,,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,12,40.7483404,-73.9915487
320 W 31st St,146028,136895,$29.10 - 35.56 (Est.),,New York,Penn Plaza/Garment,Midtown,New York,NY,10001-2705,Manhattan,N,2/6/2020,"88,000,000",6.25,1925,1987,23408,,Multi,09/05/2007,3604970088F,360497,0088F,100-year and 500-year Floodplain,4,40.750565,-73.996059
14 E 34th St,7300,3600,$40.02 - 48.91 (Est.),,New York,Murray Hill,Midtown,New York,NY,10016-4340,Manhattan,N,3/27/1998,"1,040,000",50.68,1920,,1400,,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,5,40.7479215,-73.9838622
22-30 W 34th St,67911,57606,$34.12 - 41.71 (Est.),Office Building,New York,Penn Plaza/Garment,Midtown,New York,NY,10001-3010,Manhattan,N,,,20.07,1937,,11319,,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,6,40.74893,-73.9864609
41 W 34th St,17162,9472,$34.13 - 41.72 (Est.),,New York,Penn Plaza/Garment,Midtown,New York,NY,10001-3081,Manhattan,N,,,44.81,1930,,2600,,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,6,40.749638,-73.9868167
232 E 35th St,8240,,$38.10 - 46.57 (Est.),Office Live/Work Unit,New York,Murray Hill,Midtown,New York,NY,10016,Manhattan,Y,,,0.00,1910,,2000,0.24,,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,5,40.7457456,-73.9764697
43-51 W 36th St,108875,77900,$26.87 - 32.84 (Est.),,New York,Penn Plaza/Garment,Midtown,New York,NY,10018,Manhattan,N,,,52.33,1917,,9073,,Multi,09/05/2007,3604970088F,360497,0088F,100-year and 500-year Floodplain,12,40.750742,-73.985596
229 W 36th St,151204,65137,$34.25 - 41.86 (Est.),Office Building,New York,Penn Plaza/Garment,Midtown,New York,NY,10018-7529,Manhattan,N,11/6/2017,"93,500,000",56.92,1921,2004,8957,,Multi,09/05/2007,3604970088F,360497,0088F,100-year and 500-year Floodplain,12,40.7529568,-73.9908369
22 W 38th St,70000,31179,$31.56 - 38.57 (Est.),Office Building,New York,Penn Plaza/Garment,Midtown,New York,NY,10018-6262,Manhattan,N,6/11/2019,"60,500,000",55.46,1912,,4038,,Multi,09/05/2007,3604970088F,360497,0088F,100-year and 500-year Floodplain,12,40.7512421,-73.9839798
57 W 38th St,66282,10540,$31.39 - 38.36 (Est.),,New York,Penn Plaza/Garment,Midtown,New York,NY,10018-5500,Manhattan,Y,,,83.28,1915,,5524,,Multi,09/05/2007,3604970088F,360497,0088F,100-year and 500-year Floodplain,12,40.7522133,-73.9851044
306 W 38th St,73864,20800,$31.69 - 38.73 (Est.),Loft/Creative Space,New York,Penn Plaza/Garment,Midtown,New York,NY,10018-2927,Manhattan,N,,,77.93,1927,,4792,,Multi,09/05/2007,3604970088F,360497,0088F,100-year and 500-year Floodplain,16,40.754757,-73.992408
54 W 39th St,61500,12500,$37.11 - 45.35 (Est.),Loft/Creative Space,New York,Penn Plaza/Garment,Midtown,New York,NY,10018-3808,Manhattan,N,,,79.67,1924,,3500,,Multi,09/05/2007,3604970088F,360497,0088F,100-year and 500-year Floodplain,16,40.7523796,-73.9847388
124 E 40th St,47414,11546,$33.71 - 41.20 (Est.),Medical,New York,Grand Central,Midtown,New York,NY,10016-1723,Manhattan,N,,,75.65,1923,,4310,,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,11,40.7501259,-73.977321
3 E 48th St,14701,3785,$36.08 - 44.10 (Est.),,New York,Plaza District,Midtown,New York,NY,10017-1027,Manhattan,N,7/8/2011,"9,500,000",74.25,1920,,2167,,Multi,09/05/2007,3604970088F,360497,0088F,100-year and 500-year Floodplain,6,40.7572136,-73.9775349
